gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.657460226Z 2026-01-29 23:46:48.657 DEBUG [http-nio-8080-exec-605] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=bioentity_identifier_search:"ENSMMUG00000031683" took 3.596 seconds
gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.659760026Z 2026-01-29 23:46:48.659 DEBUG [http-nio-8080-exec-547] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=bioentity_identifier_search:"ENSGALG00010027384" took 3.604 seconds
gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.749261488Z 2026-01-29 23:46:48.749 DEBUG [http-nio-8080-exec-443] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=bioentity_identifier_search:"ENSG00000163131" took 3.687 seconds
gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.758195816Z 2026-01-29 23:46:48.755 DEBUG [http-nio-8080-exec-497] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=bioentity_identifier_search:"ENSPTRG00000006756" took 3.702 seconds
gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.850470176Z 2026-01-29 23:46:48.850 DEBUG [http-nio-8080-exec-489] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=bioentity_identifier_search:"WBGene00006790" took 3.888 seconds
gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.853061748Z 2026-01-29 23:46:48.852 DEBUG [http-nio-8080-exec-472] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=bioentity_identifier_search:"ENSXETG00000031312" took 7.094 seconds
gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.857128532Z 2026-01-29 23:46:48.856 DEBUG [http-nio-8080-exec-473] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=bioentity_identifier_search:"ENSCSAVG00000007700" took 3.904 seconds
gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.857142898Z 2026-01-29 23:46:48.856 DEBUG [http-nio-8080-exec-276] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=keyword_symbol:"FBgn0261402" took 3.907 seconds
gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.859269755Z 2026-01-29 23:46:48.859 DEBUG [http-nio-8080-exec-579] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=bioentity_identifier_search:"ENSPTRG00000041544" took 3.91 seconds
gxa-test gxa-ff747885b-fltbs gxa-webapp 2026-01-29T23:46:48.861691743Z 2026-01-29 23:46:48.861 DEBUG [http-nio-8080-exec-508] u.a.e.a.s.a.q.AnalyticsQueryClient - fetchResults omitHeader=true&rows=0&facet=true&facet.field=species&facet.mincount=1&facet.limit=100&q=bioentity_identifier_search:"ENSMODG00000049491" took 4.002 seconds
